Step2.tibble_sample_id,Step2.tibble_Hash,Step2.tibble_nReads
kbj922s312,aa74e24621dfbb345b0e188ca40b3ce8,908
kbj922s332,aa74e24621dfbb345b0e188ca40b3ce8,5690
kbj922s341,aa74e24621dfbb345b0e188ca40b3ce8,148
kbt922s311,aa74e24621dfbb345b0e188ca40b3ce8,894
kbw922s312,aa74e24621dfbb345b0e188ca40b3ce8,936
kbw922s342,aa74e24621dfbb345b0e188ca40b3ce8,1283
lcm422s341,aa74e24621dfbb345b0e188ca40b3ce8,373
lcs422s541,aa74e24621dfbb345b0e188ca40b3ce8,1025
kbw422s331,f63f1dbf324cfcaa0f8a73d9cec9bdfd,14549
kbw922pcs122,f63f1dbf324cfcaa0f8a73d9cec9bdfd,14468
kbw922pcs132,06a906affbc5a1682dc417805a3a793e,12506
kbw922s332,06a906affbc5a1682dc417805a3a793e,776
lcc422s111,06a906affbc5a1682dc417805a3a793e,1368
lce422s141,06a906affbc5a1682dc417805a3a793e,5561
lcm422s313,06a906affbc5a1682dc417805a3a793e,4353
kbg422s113,2f7993738d4864947a823d0fd877058f,25567
kbt922s311,2f7993738d4864947a823d0fd877058f,6
kbw922s342,2f7993738d4864947a823d0fd877058f,899
lcc422s513,2f7993738d4864947a823d0fd877058f,1825
kbg922s312,63244e8893a354762908c31764d0c046,275
kbh422s311,63244e8893a354762908c31764d0c046,2476
kbh422s312,63244e8893a354762908c31764d0c046,1746
kbh422s313,63244e8893a354762908c31764d0c046,175
kbh422s321,63244e8893a354762908c31764d0c046,5492
kbj922s311,63244e8893a354762908c31764d0c046,3625
kbj922s312,63244e8893a354762908c31764d0c046,2073
kbt922s311,63244e8893a354762908c31764d0c046,3624
kbw422s321,63244e8893a354762908c31764d0c046,235
kbw922s341,63244e8893a354762908c31764d0c046,79
lcc422s312,63244e8893a354762908c31764d0c046,2079
lce422s521,63244e8893a354762908c31764d0c046,2176
kbt922s331,ee4661f20cb28d16cab7e26077f67277,522
lce422s331,ee4661f20cb28d16cab7e26077f67277,24461
lcs422s531,ee4661f20cb28d16cab7e26077f67277,1925
kbj922s332,1be077282edd4af7389ac2501be56187,1557
kbt922s311,1be077282edd4af7389ac2501be56187,4215
kbt922s312,1be077282edd4af7389ac2501be56187,644
kbt922s331,1be077282edd4af7389ac2501be56187,1250
kbw922pcs122,1be077282edd4af7389ac2501be56187,14287
kbw922s312,1be077282edd4af7389ac2501be56187,488
lcs422s141,1be077282edd4af7389ac2501be56187,103
lcs422s512,1be077282edd4af7389ac2501be56187,4293
kbb922pnbs111,b488a799cb78c275db3b62e0fa04e354,4
kbj922s312,b488a799cb78c275db3b62e0fa04e354,404
kbj922s332,b488a799cb78c275db3b62e0fa04e354,641
kbt922s312,b488a799cb78c275db3b62e0fa04e354,133
kbw922pcs121,b488a799cb78c275db3b62e0fa04e354,21279
lcc422s131,b488a799cb78c275db3b62e0fa04e354,2364
lcm422s313,b488a799cb78c275db3b62e0fa04e354,756
lcm422s321,b488a799cb78c275db3b62e0fa04e354,53
lcm422s511,b488a799cb78c275db3b62e0fa04e354,242
lcs422s141,b488a799cb78c275db3b62e0fa04e354,272
kbh422s131,31bf5b448ff44644087dc16f9c65132e,9977
kbh422s312,31bf5b448ff44644087dc16f9c65132e,4497
kbj922s341,31bf5b448ff44644087dc16f9c65132e,99
kbj922s342,31bf5b448ff44644087dc16f9c65132e,2740
kbt922s342,31bf5b448ff44644087dc16f9c65132e,5628
kbw422s131,31bf5b448ff44644087dc16f9c65132e,224
lcm422s341,31bf5b448ff44644087dc16f9c65132e,74
lcm422s513,31bf5b448ff44644087dc16f9c65132e,801
kbb922pmbs121,7cac3fd6e6d382c1aba3ad0b7bf4b83f,834
kbb922pmts112,7cac3fd6e6d382c1aba3ad0b7bf4b83f,177
kbg922s311,7cac3fd6e6d382c1aba3ad0b7bf4b83f,23
kbg922s312,7cac3fd6e6d382c1aba3ad0b7bf4b83f,351
kbh922s311,7cac3fd6e6d382c1aba3ad0b7bf4b83f,8951
kbj922s312,7cac3fd6e6d382c1aba3ad0b7bf4b83f,189
kbj922s332,7cac3fd6e6d382c1aba3ad0b7bf4b83f,505
kbj922s342,7cac3fd6e6d382c1aba3ad0b7bf4b83f,670
kbt922s311,7cac3fd6e6d382c1aba3ad0b7bf4b83f,11
kbw922s312,7cac3fd6e6d382c1aba3ad0b7bf4b83f,377
kbw922s332,7cac3fd6e6d382c1aba3ad0b7bf4b83f,3319
kbw922s341,7cac3fd6e6d382c1aba3ad0b7bf4b83f,111
kbw922s342,7cac3fd6e6d382c1aba3ad0b7bf4b83f,2600
lcc422s512,7cac3fd6e6d382c1aba3ad0b7bf4b83f,208
lce422s131,7cac3fd6e6d382c1aba3ad0b7bf4b83f,3606
lcs422s521,7cac3fd6e6d382c1aba3ad0b7bf4b83f,712
kbj422s111,598dc1dd95f289d8da8e014fe628733a,20235
lcs422s512,598dc1dd95f289d8da8e014fe628733a,2317
kbg422s511,cdb2b74fdcfd4ad7018010cd53047d89,19827
kbj422s341,cdb2b74fdcfd4ad7018010cd53047d89,344
lce422s311,cdb2b74fdcfd4ad7018010cd53047d89,804
lcs422s341,cdb2b74fdcfd4ad7018010cd53047d89,1548
kbg422s121,8e866a8d10aaffbe8ffaa8b555ec0afd,16379
kbw422s111,8e866a8d10aaffbe8ffaa8b555ec0afd,460
kbw922pms122,8e866a8d10aaffbe8ffaa8b555ec0afd,2887
kbw922s342,8e866a8d10aaffbe8ffaa8b555ec0afd,550
lcm422s511,8e866a8d10aaffbe8ffaa8b555ec0afd,287
lcm422s512,8e866a8d10aaffbe8ffaa8b555ec0afd,1190
lcs422s141,8e866a8d10aaffbe8ffaa8b555ec0afd,16
kbb922pgbs112,8df007d87980ecfc1774c21ae30654e2,614
kbb922pmbs121,8df007d87980ecfc1774c21ae30654e2,895
kbb922pmbs122,8df007d87980ecfc1774c21ae30654e2,1074
kbg422s511,8df007d87980ecfc1774c21ae30654e2,298
kbg922s331,8df007d87980ecfc1774c21ae30654e2,702
kbh922s342,8df007d87980ecfc1774c21ae30654e2,2031
kbt422s1NC,8df007d87980ecfc1774c21ae30654e2,4714
kbt922s332,8df007d87980ecfc1774c21ae30654e2,1553
kbw422s313,8df007d87980ecfc1774c21ae30654e2,1034
kbw922s342,8df007d87980ecfc1774c21ae30654e2,639
lcc422s131,8df007d87980ecfc1774c21ae30654e2,218
lcc422s311,8df007d87980ecfc1774c21ae30654e2,878
lce422s131,8df007d87980ecfc1774c21ae30654e2,168
lce422s531,8df007d87980ecfc1774c21ae30654e2,3308
lcs422s321,8df007d87980ecfc1774c21ae30654e2,4121
kbb922pmbs111,c130e14a89c1a7d2cb55efc8a8e54a7e,2563
kbb922pmbs112,c130e14a89c1a7d2cb55efc8a8e54a7e,7715
kbb922pmbs121,c130e14a89c1a7d2cb55efc8a8e54a7e,1106
kbb922pmbs122,c130e14a89c1a7d2cb55efc8a8e54a7e,3401
kbb922pnbs112,c130e14a89c1a7d2cb55efc8a8e54a7e,1051
lcc422s511,c130e14a89c1a7d2cb55efc8a8e54a7e,2769
lce422s513,c130e14a89c1a7d2cb55efc8a8e54a7e,157
lcs422s112,c130e14a89c1a7d2cb55efc8a8e54a7e,155
lcs422s113,c130e14a89c1a7d2cb55efc8a8e54a7e,1023
lcs422s531,c130e14a89c1a7d2cb55efc8a8e54a7e,1769
kbg922s311,1d5ff0828f9e9df8a846ac957454bfdd,2701
lcc422s513,1d5ff0828f9e9df8a846ac957454bfdd,10968
lcs422s313,1d5ff0828f9e9df8a846ac957454bfdd,5214
lcs422s531,1d5ff0828f9e9df8a846ac957454bfdd,2241
kbg922s331,eeac70cb85dc5b863a4869a1228e70b6,345
kbw922pcs122,eeac70cb85dc5b863a4869a1228e70b6,16665
kbw922pms122,eeac70cb85dc5b863a4869a1228e70b6,3139
lcm422s341,eeac70cb85dc5b863a4869a1228e70b6,224
lcc422s113,1aa99167a4f14f986cd6ffcfc2b8c5ff,19664
lce422s513,9354371a56f43403ddd4b33d8d72abc8,107
lcs422s313,9354371a56f43403ddd4b33d8d72abc8,6249
lcs422s512,9354371a56f43403ddd4b33d8d72abc8,10227
lcs422s531,9354371a56f43403ddd4b33d8d72abc8,1413
kbh922s312,bdb5369c4bd696cdaf5dde7afda1f39b,8593
kbw922s322,bdb5369c4bd696cdaf5dde7afda1f39b,3023
lcm422s313,bdb5369c4bd696cdaf5dde7afda1f39b,481
lce422s131,6612555b84e8ff9c48e7676afba6558f,16955
kbw922pcs132,4cb6a272ad0a0c3d81392c39a4e1da4c,16230
lcm422s112,4cb6a272ad0a0c3d81392c39a4e1da4c,661
kbh422s113,297549f21dd8c7de5bac1e64a77cb860,16506
kbg922s331,1df5539d06419a3a69684dedd37adbfd,653
lcc422s113,1df5539d06419a3a69684dedd37adbfd,15842
lcc422s111,a4fc7041e952c6d71f1f8a4cd706415f,315
lcc422s112,a4fc7041e952c6d71f1f8a4cd706415f,548
lcc422s113,a4fc7041e952c6d71f1f8a4cd706415f,2496
lcc422s312,a4fc7041e952c6d71f1f8a4cd706415f,934
lcc422s513,a4fc7041e952c6d71f1f8a4cd706415f,1450
lce422s311,a4fc7041e952c6d71f1f8a4cd706415f,1016
lce422s341,a4fc7041e952c6d71f1f8a4cd706415f,4213
lce422s521,a4fc7041e952c6d71f1f8a4cd706415f,997
lcs422s141,a4fc7041e952c6d71f1f8a4cd706415f,1346
lcc422s513,a6d5263134756e714d775dc183c54033,4407
kbg922s312,9ee61a6ee242f30cf4589d6a65a27db1,733
lcc422s111,9ee61a6ee242f30cf4589d6a65a27db1,1278
lcc422s311,9ee61a6ee242f30cf4589d6a65a27db1,13458
lce422s312,9ee61a6ee242f30cf4589d6a65a27db1,156
kbg422s521,907589c357dead38f2cbb20600adcb5a,15380
kbg922s341,071f32ddb373cdf427739bca14800f11,15164
kbb922pmts111,05bd9b5534f9f22cf34bcdff39787f7e,10
kbh922s322,05bd9b5534f9f22cf34bcdff39787f7e,2078
kbt922s342,05bd9b5534f9f22cf34bcdff39787f7e,5950
lcs422s541,05bd9b5534f9f22cf34bcdff39787f7e,985
kbb922pmts111,c29f757a85c7c6de0c97756088fcf510,453
kbb922pmts122,c29f757a85c7c6de0c97756088fcf510,144
kbg922s331,c29f757a85c7c6de0c97756088fcf510,608
kbh922s312,c29f757a85c7c6de0c97756088fcf510,1619
kbh922s342,c29f757a85c7c6de0c97756088fcf510,1398
kbj922s312,c29f757a85c7c6de0c97756088fcf510,2842
kbj922s332,c29f757a85c7c6de0c97756088fcf510,1488
kbt922s311,c29f757a85c7c6de0c97756088fcf510,822
kbt922s312,c29f757a85c7c6de0c97756088fcf510,273
kbw922s312,c29f757a85c7c6de0c97756088fcf510,718
lcc422s111,c29f757a85c7c6de0c97756088fcf510,3094
lcm422s542,c29f757a85c7c6de0c97756088fcf510,319
lcs422s113,c29f757a85c7c6de0c97756088fcf510,639
kbg422s121,a2037cb1608caee7fb3ffdb7579680f4,12264
kbw922pcs121,a2037cb1608caee7fb3ffdb7579680f4,529
lcs422s521,a2037cb1608caee7fb3ffdb7579680f4,426
kbb922pgbs112,cf538bb5c019807f02a54ac8193c52c3,484
kbw422s313,cf538bb5c019807f02a54ac8193c52c3,702
kbw422s541,cf538bb5c019807f02a54ac8193c52c3,219
kbw922s332,cf538bb5c019807f02a54ac8193c52c3,2536
lcc422s511,cf538bb5c019807f02a54ac8193c52c3,399
lce422s131,cf538bb5c019807f02a54ac8193c52c3,9996
lcs422s313,cf538bb5c019807f02a54ac8193c52c3,487
kbh922s312,ca8dc6a1dffd9fde13da0f7dfa88ef50,7758
kbj922s341,ca8dc6a1dffd9fde13da0f7dfa88ef50,1688
kbt922s321,ca8dc6a1dffd9fde13da0f7dfa88ef50,1594
kbt922s331,ca8dc6a1dffd9fde13da0f7dfa88ef50,161
kbt922s331,61495cb89acdc807780159703cf801cb,398
kbw422s121,61495cb89acdc807780159703cf801cb,10745
kbw922s341,61495cb89acdc807780159703cf801cb,219
lcs422s113,61495cb89acdc807780159703cf801cb,480
lcs422s521,61495cb89acdc807780159703cf801cb,2378
kbg422s511,e1073b74cb64bac02ce442c0b97269f4,12543
kbh922s312,e1073b74cb64bac02ce442c0b97269f4,170
kbh922s322,e1073b74cb64bac02ce442c0b97269f4,489
kbw922s321,e1073b74cb64bac02ce442c0b97269f4,987
lcc422s312,d1585bf5ba0a08105a55870d2d53663a,5261
lce422s521,d1585bf5ba0a08105a55870d2d53663a,8630
lcc422s313,3c7a8f886cab7b1ed8f82aaca42fd599,13867
lcc422s141,867ae4ce068ffbfdeac5ab0a37156305,13756
kbg922s311,2aa88c20386d4c7475aeecb664f63541,1102
kbg922s312,2aa88c20386d4c7475aeecb664f63541,595
kbj422s512,2aa88c20386d4c7475aeecb664f63541,533
kbj922s342,2aa88c20386d4c7475aeecb664f63541,1359
kbw922s322,2aa88c20386d4c7475aeecb664f63541,5155
kbj422s111,fe239ac3955a5ea1130838539327f1ea,13577
kbb922pmbs122,8c4cc7b589bb51a002c800f93154c28f,553
kbg922s312,8c4cc7b589bb51a002c800f93154c28f,318
kbh922s312,8c4cc7b589bb51a002c800f93154c28f,5940
kbj922s342,8c4cc7b589bb51a002c800f93154c28f,1447
kbt422s141,8c4cc7b589bb51a002c800f93154c28f,292
lcc422s311,8c4cc7b589bb51a002c800f93154c28f,3806
lcc422s513,8c4cc7b589bb51a002c800f93154c28f,751
kbg922s312,b32791d2b106bac04b0923dc4b367486,473
kbh922s322,b32791d2b106bac04b0923dc4b367486,1170
lcm422s313,b32791d2b106bac04b0923dc4b367486,558
lcs422s112,b32791d2b106bac04b0923dc4b367486,10821
kbj922s342,ffc5ec15dd22039f4f5e57d047c914d1,1627
kbw922s332,ffc5ec15dd22039f4f5e57d047c914d1,143
lcc422s141,ffc5ec15dd22039f4f5e57d047c914d1,10840
kbg922s341,1fb38b322875897c45a1c2aecf371287,12242
kbb922pnbs112,b88f1120bc24313dbc551fc2a860c2e8,1035
kbw922pcs132,b88f1120bc24313dbc551fc2a860c2e8,10957
kbb922pgb111,7dbd63c3016d061fca34fba08b136964,829
kbb922pgbs112,7dbd63c3016d061fca34fba08b136964,1826
kbb922pgts111,7dbd63c3016d061fca34fba08b136964,675
kbb922pgts112,7dbd63c3016d061fca34fba08b136964,3282
kbb922pnts111,7dbd63c3016d061fca34fba08b136964,3874
kbg922s331,7dbd63c3016d061fca34fba08b136964,66
kbw922s341,7dbd63c3016d061fca34fba08b136964,137
lcs422s521,7dbd63c3016d061fca34fba08b136964,1285
lcc422s541,e073970e5340aa9ade87852613e8248a,11430
lcm422s112,e073970e5340aa9ade87852613e8248a,453
kbg422s521,2ff1006639451533598343b610a8464a,5351
kbj922s342,2ff1006639451533598343b610a8464a,4458
kbw922s312,2ff1006639451533598343b610a8464a,809
lce422s131,2ff1006639451533598343b610a8464a,1223
lcc422s141,f74beb87d2cbc1dfd6fa6f7b34c24561,11595
lcc422s313,f74beb87d2cbc1dfd6fa6f7b34c24561,88
kbg922s311,fc1d92143fd6436d3f0ed8c102e0c976,543
kbg922s312,fc1d92143fd6436d3f0ed8c102e0c976,93
lce422s331,fc1d92143fd6436d3f0ed8c102e0c976,10873
kbg922s312,fe6d55f4914404c36ae1b169e821c493,655
kbt922s342,fe6d55f4914404c36ae1b169e821c493,1728
kbw922s322,fe6d55f4914404c36ae1b169e821c493,6207
lcs422s313,fe6d55f4914404c36ae1b169e821c493,2916
lcc422s511,51b3ee2d7d05faa7dbb08c4457fbbfff,11492
kbg422s321,500d137a6acfd3850d7cd0eced9f4200,11473
lcc422s513,800b2f58e9c809ee14cb988dec137400,11322
kbg922s331,68c667d1c0c8f8264dc012fef3d44916,611
kbj922s311,68c667d1c0c8f8264dc012fef3d44916,2593
kbj922s332,68c667d1c0c8f8264dc012fef3d44916,1411
kbj922s341,68c667d1c0c8f8264dc012fef3d44916,304
kbj922s342,68c667d1c0c8f8264dc012fef3d44916,3692
kbt922s311,68c667d1c0c8f8264dc012fef3d44916,1369
kbt922s321,68c667d1c0c8f8264dc012fef3d44916,459
kbt922s332,68c667d1c0c8f8264dc012fef3d44916,229
kbw922s312,68c667d1c0c8f8264dc012fef3d44916,288
kbj422s512,a9ba0b1efa9f9b1eec745118eb6f0ab5,2781
kbt422s513,a9ba0b1efa9f9b1eec745118eb6f0ab5,7145
lcm422s313,a9ba0b1efa9f9b1eec745118eb6f0ab5,833
lcm422s341,a9ba0b1efa9f9b1eec745118eb6f0ab5,152
kbg922s312,f429ac71819ab2265af3d6329f0de67c,356
kbj411s1NC,f429ac71819ab2265af3d6329f0de67c,10190
lcm422s112,f429ac71819ab2265af3d6329f0de67c,186
lcm422s513,f429ac71819ab2265af3d6329f0de67c,162
kbb922pmts121,bad7c993e5d437c5439390e3aaf957d0,478
kbb922pnts111,bad7c993e5d437c5439390e3aaf957d0,2147
kbh922s311,bad7c993e5d437c5439390e3aaf957d0,3156
kbt922s331,bad7c993e5d437c5439390e3aaf957d0,1132
kbt922s332,bad7c993e5d437c5439390e3aaf957d0,1516
kbw922pcs131,bad7c993e5d437c5439390e3aaf957d0,208
kbw922s312,bad7c993e5d437c5439390e3aaf957d0,1175
lcc422s312,bad7c993e5d437c5439390e3aaf957d0,487
lce422s521,bad7c993e5d437c5439390e3aaf957d0,499
kbg422s531,6f7c0de9cab8608557eb0862b28c82d7,9780
lcm422s512,6f7c0de9cab8608557eb0862b28c82d7,1008
kbg922s311,c73890135da956255656369700ce064c,353
kbg922s312,c73890135da956255656369700ce064c,457
kbh422s113,c73890135da956255656369700ce064c,528
kbh922s311,c73890135da956255656369700ce064c,7417
kbj922s342,c73890135da956255656369700ce064c,183
kbw422s331,c73890135da956255656369700ce064c,846
lcc422s541,c73890135da956255656369700ce064c,215
lcs422s311,c73890135da956255656369700ce064c,355
lcs422s521,c73890135da956255656369700ce064c,216
kbh922s341,2d2439a679061b43425803a4119586c1,9193
kbw922s312,2d2439a679061b43425803a4119586c1,1179
kbg922s321,9e67f4eddd231ec3bda509b18c8661e2,10262
kbg922s341,0109bfa004ec441ccc96e69937e201d4,10258
lcm422s113,4dad996092f7b40f02cc415bb72e7db4,10234
kbg422s512,0ab69a7a6acdb82e829c3e93ec1ef1bc,2614
lcs422s131,0ab69a7a6acdb82e829c3e93ec1ef1bc,7510
kbg422s1NC,4a17b59adaf8eedfe89b616d5bf9bd71,406
kbg922s312,4a17b59adaf8eedfe89b616d5bf9bd71,363
lce422s512,4a17b59adaf8eedfe89b616d5bf9bd71,9253
kbg922s311,95cd660c57f1b44dc38d655c408b3742,701
kbj411s1NC,95cd660c57f1b44dc38d655c408b3742,2625
kbt422s121,95cd660c57f1b44dc38d655c408b3742,5869
lcm422s141,95cd660c57f1b44dc38d655c408b3742,563
lcm422s341,95cd660c57f1b44dc38d655c408b3742,255
kbg922s312,5349fd235fd03067db7c1a7943d5eba4,399
kbh922s311,5349fd235fd03067db7c1a7943d5eba4,6730
kbt922s332,5349fd235fd03067db7c1a7943d5eba4,1995
lcm422s112,5349fd235fd03067db7c1a7943d5eba4,57
lcc422s121,8f941acca37bb7c4712c6dabe764cf63,951
lce422s321,8f941acca37bb7c4712c6dabe764cf63,8977
lcc422s311,1e8e53f36a1620288840403895070227,9900
kbg922s312,8b25472329683878bc47afc02648e61f,250
kbj922s342,8b25472329683878bc47afc02648e61f,887
kbw922s332,8b25472329683878bc47afc02648e61f,2031
lce422s131,8b25472329683878bc47afc02648e61f,5597
lcs422s341,8b25472329683878bc47afc02648e61f,858
kbj922s341,c4e523117605c3a18b5b88c4bfc58563,19
kbw922s341,c4e523117605c3a18b5b88c4bfc58563,240
lcc422s111,c4e523117605c3a18b5b88c4bfc58563,194
lcc422s113,c4e523117605c3a18b5b88c4bfc58563,1025
lcc422s312,c4e523117605c3a18b5b88c4bfc58563,2967
lcc422s313,c4e523117605c3a18b5b88c4bfc58563,1390
lce422s521,c4e523117605c3a18b5b88c4bfc58563,3577
lce422s512,f94f30fb611678110e6429dd86f80927,9409
kbg422s1NC,b68f65a31a69fb168c1e27439a4456e2,487
kbh922s331,b68f65a31a69fb168c1e27439a4456e2,103
kbw922s342,b68f65a31a69fb168c1e27439a4456e2,2808
lcc422s111,b68f65a31a69fb168c1e27439a4456e2,1363
lcs422s341,b68f65a31a69fb168c1e27439a4456e2,1417
lcs422s511,b68f65a31a69fb168c1e27439a4456e2,3121
lcc422s511,413277abfb1602067a60761b80a1dad2,9132
lce422s311,413277abfb1602067a60761b80a1dad2,80
lcm422s111,413277abfb1602067a60761b80a1dad2,79
kbh922s311,b3498b4e6cd125bbd846eb89850a04a0,8277
lcs422s113,b3498b4e6cd125bbd846eb89850a04a0,1011
kbg922s331,d2c7e86570a5efdc2df6b7076088d5ea,860
kbt922s332,d2c7e86570a5efdc2df6b7076088d5ea,364
lce422s513,d2c7e86570a5efdc2df6b7076088d5ea,431
lcs422s512,d2c7e86570a5efdc2df6b7076088d5ea,3296
lcs422s531,d2c7e86570a5efdc2df6b7076088d5ea,4291
kbj922s342,2f9f38a3b91b6800b08ea0d567e20634,517
kbw922pms122,2f9f38a3b91b6800b08ea0d567e20634,31
lce422s131,2f9f38a3b91b6800b08ea0d567e20634,418
lcc422s511,0da9336f8560c410d93d026589184087,8756
kbh922s341,370b301d2b29e0672f4bd87452d1590a,3005
kbh922s342,370b301d2b29e0672f4bd87452d1590a,1880
kbw922s332,370b301d2b29e0672f4bd87452d1590a,3209
lcs422s341,370b301d2b29e0672f4bd87452d1590a,637
lcc422s513,7a33003a881ad406bc208481d22073f8,8555
kbj922s332,2e7e7af4d73795879a48fa2f4db00826,528
kbt922s342,2e7e7af4d73795879a48fa2f4db00826,8014
lce422s512,975ae358776c0fd210e42945637f8d4a,8480
kbw422s112,186c64611308ecc1ca6b4c3a7935489a,6356
lcs422s113,186c64611308ecc1ca6b4c3a7935489a,942
lcs422s512,186c64611308ecc1ca6b4c3a7935489a,1108
kbj422s512,a402aa9496e668b8589a539f80ee67ee,5260
lcs422s512,a402aa9496e668b8589a539f80ee67ee,3092
kbh422s111,743d1886e68f7014f4f86a1729f5e6f4,2288
kbh422s112,743d1886e68f7014f4f86a1729f5e6f4,1201
kbh422s113,743d1886e68f7014f4f86a1729f5e6f4,4751
kbb922pmbs122,5e4d2863909b9c04abe94028650456e7,2885
kbg922s311,5e4d2863909b9c04abe94028650456e7,1024
kbh922s312,5e4d2863909b9c04abe94028650456e7,400
kbt422s341,5e4d2863909b9c04abe94028650456e7,1174
kbw922s312,5e4d2863909b9c04abe94028650456e7,2724
kbg422s131,f9c9ddd53a2dd584cf8f1b279d93837c,68
kbg922s312,f9c9ddd53a2dd584cf8f1b279d93837c,325
kbh922s322,f9c9ddd53a2dd584cf8f1b279d93837c,39
kbw422s312,f9c9ddd53a2dd584cf8f1b279d93837c,2766
kbw422s321,f9c9ddd53a2dd584cf8f1b279d93837c,57
kbw422s511,f9c9ddd53a2dd584cf8f1b279d93837c,243
lcc422s113,f9c9ddd53a2dd584cf8f1b279d93837c,226
lce422s513,f9c9ddd53a2dd584cf8f1b279d93837c,329
lcs422s531,f9c9ddd53a2dd584cf8f1b279d93837c,3634
kbb922pnts112,2fb2b8f9a1e92e19342e2c3f1508887c,187
kbg922s312,2fb2b8f9a1e92e19342e2c3f1508887c,228
kbh422s113,2fb2b8f9a1e92e19342e2c3f1508887c,172
kbw422s313,2fb2b8f9a1e92e19342e2c3f1508887c,621
lcc422s131,2fb2b8f9a1e92e19342e2c3f1508887c,6374
lce422s341,2fb2b8f9a1e92e19342e2c3f1508887c,217
lcs422s141,2fb2b8f9a1e92e19342e2c3f1508887c,357
kbj922s342,973e85beee1c19ad146e3afe90d5386d,3766
lcc422s513,973e85beee1c19ad146e3afe90d5386d,507
lce422s131,973e85beee1c19ad146e3afe90d5386d,3536
lcm422s341,973e85beee1c19ad146e3afe90d5386d,285
kbw922pcs132,4e4898d65347c07c034f0a5b0cf66b5a,476
kbw922s342,4e4898d65347c07c034f0a5b0cf66b5a,6194
lcc422s313,4e4898d65347c07c034f0a5b0cf66b5a,1235
lce422s531,4e4898d65347c07c034f0a5b0cf66b5a,13
lcs422s511,4e4898d65347c07c034f0a5b0cf66b5a,164
kbh922s341,3c2a7104c55375a152086b8481177f24,7969
lcm422s141,810c87b7f3dd851438df91e5ffb36d22,939
lcm422s312,810c87b7f3dd851438df91e5ffb36d22,285
lcm422s511,810c87b7f3dd851438df91e5ffb36d22,413
lcm422s512,810c87b7f3dd851438df91e5ffb36d22,1866
lcs422s113,810c87b7f3dd851438df91e5ffb36d22,18
lcs422s131,810c87b7f3dd851438df91e5ffb36d22,4388
kbt922s311,9c991c9470223b04bb27289cd2e193e6,3110
kbt922s312,9c991c9470223b04bb27289cd2e193e6,561
kbt922s321,9c991c9470223b04bb27289cd2e193e6,1506
kbt922s331,9c991c9470223b04bb27289cd2e193e6,457
lcc422s313,9c991c9470223b04bb27289cd2e193e6,454
lcs422s313,9c991c9470223b04bb27289cd2e193e6,1803
kbg922s312,fb47b91b83d4b358807610e1e0ec1b78,106
kbw422s313,fb47b91b83d4b358807610e1e0ec1b78,1123
lcc422s141,fb47b91b83d4b358807610e1e0ec1b78,368
lce422s311,fb47b91b83d4b358807610e1e0ec1b78,768
lcs422s512,fb47b91b83d4b358807610e1e0ec1b78,4338
lcs422s541,fb47b91b83d4b358807610e1e0ec1b78,1187
kbh422s141,3db5dc06ec3583b5a25796c61d1eeba4,4
kbt922s311,3db5dc06ec3583b5a25796c61d1eeba4,50
kbt922s312,3db5dc06ec3583b5a25796c61d1eeba4,72
kbt922s321,3db5dc06ec3583b5a25796c61d1eeba4,13
kbt922s331,3db5dc06ec3583b5a25796c61d1eeba4,12
kbw422s311,3db5dc06ec3583b5a25796c61d1eeba4,3
kbw422s312,3db5dc06ec3583b5a25796c61d1eeba4,441
kbw422s313,3db5dc06ec3583b5a25796c61d1eeba4,315
kbw422s331,3db5dc06ec3583b5a25796c61d1eeba4,10
kbw922pcs121,3db5dc06ec3583b5a25796c61d1eeba4,446
kbw922pcs122,3db5dc06ec3583b5a25796c61d1eeba4,1178
kbw922pcs131,3db5dc06ec3583b5a25796c61d1eeba4,73
kbw922pcs132,3db5dc06ec3583b5a25796c61d1eeba4,3234
kbw922pms111,3db5dc06ec3583b5a25796c61d1eeba4,168
kbw922pms112,3db5dc06ec3583b5a25796c61d1eeba4,1680
kbw922pns111,3db5dc06ec3583b5a25796c61d1eeba4,111
lcc422s111,3db5dc06ec3583b5a25796c61d1eeba4,5
lcm422s313,3db5dc06ec3583b5a25796c61d1eeba4,11
lcm422s321,3db5dc06ec3583b5a25796c61d1eeba4,2
kbh922s311,5d709c11b306aac1fd2b1ad47d50f7bb,7823
kbg922s312,bbfbd48b5468066f8273b8222e2b93c2,613
lcc422s121,bbfbd48b5468066f8273b8222e2b93c2,200
lcc422s141,bbfbd48b5468066f8273b8222e2b93c2,207
lce422s321,bbfbd48b5468066f8273b8222e2b93c2,1370
lce422s531,bbfbd48b5468066f8273b8222e2b93c2,5359
kbg922s312,29a498effa517bb6479c4c1a12f19991,592
lcc422s121,29a498effa517bb6479c4c1a12f19991,670
lce422s321,29a498effa517bb6479c4c1a12f19991,5142
lcs422s341,29a498effa517bb6479c4c1a12f19991,406
lcs422s541,29a498effa517bb6479c4c1a12f19991,916
lcc422s312,ff4fbf0c40458f3c3b5624544399321a,3404
lce422s521,ff4fbf0c40458f3c3b5624544399321a,4237
kbj922s341,b66bcd47330fca036f287a6a6f0e6bcb,2064
kbt922s321,b66bcd47330fca036f287a6a6f0e6bcb,4061
kbt922s331,b66bcd47330fca036f287a6a6f0e6bcb,450
kbt922s341,b66bcd47330fca036f287a6a6f0e6bcb,1025
