Step2.tibble_sample_id,Step2.tibble_Hash,Step2.tibble_nReads
lcc422s312,b189e417627d898b6e477d1df634f9d8,2211
lcc422s541,b189e417627d898b6e477d1df634f9d8,337
lce422s111,b189e417627d898b6e477d1df634f9d8,2404
lce422s141,b189e417627d898b6e477d1df634f9d8,15038
lce422s512,b189e417627d898b6e477d1df634f9d8,13414
lce422s513,b189e417627d898b6e477d1df634f9d8,51
lce422s521,b189e417627d898b6e477d1df634f9d8,2934
lcm422s112,b189e417627d898b6e477d1df634f9d8,56
lcm422s113,b189e417627d898b6e477d1df634f9d8,7829
lcm422s312,b189e417627d898b6e477d1df634f9d8,89
lcm422s511,b189e417627d898b6e477d1df634f9d8,69
lcs422s112,b189e417627d898b6e477d1df634f9d8,92
lcs422s113,b189e417627d898b6e477d1df634f9d8,867
lcs422s131,b189e417627d898b6e477d1df634f9d8,18918
lcs422s141,b189e417627d898b6e477d1df634f9d8,851
lcs422s311,b189e417627d898b6e477d1df634f9d8,1384
lcs422s312,b189e417627d898b6e477d1df634f9d8,10448
lcs422s313,b189e417627d898b6e477d1df634f9d8,839
lcs422s321,b189e417627d898b6e477d1df634f9d8,3806
lcs422s341,b189e417627d898b6e477d1df634f9d8,7299
lcs422s521,b189e417627d898b6e477d1df634f9d8,223
lcs422s531,b189e417627d898b6e477d1df634f9d8,500
lcs422s541,b189e417627d898b6e477d1df634f9d8,776
kbb922pmbs122,3f44dbb31a9e156c7b95baa19ff90839,9945
kbb922pnbs111,3f44dbb31a9e156c7b95baa19ff90839,689
kbh422s311,3f44dbb31a9e156c7b95baa19ff90839,58534
kbh422s312,3f44dbb31a9e156c7b95baa19ff90839,33011
kbh422s313,3f44dbb31a9e156c7b95baa19ff90839,41446
kbh422s321,3f44dbb31a9e156c7b95baa19ff90839,3913
kbh422s331,3f44dbb31a9e156c7b95baa19ff90839,10898
kbh422s341,3f44dbb31a9e156c7b95baa19ff90839,415
kbj422s511,3f44dbb31a9e156c7b95baa19ff90839,6
kbj922s312,3f44dbb31a9e156c7b95baa19ff90839,2860
kbt922s312,3f44dbb31a9e156c7b95baa19ff90839,209
kbw422s331,3f44dbb31a9e156c7b95baa19ff90839,14337
lcs422s313,3f44dbb31a9e156c7b95baa19ff90839,5429
lcs422s521,3f44dbb31a9e156c7b95baa19ff90839,2540
kbb922pgb111,d6f96e5bf4b7b245b288f5e05738d1af,146
kbb922pgbs112,d6f96e5bf4b7b245b288f5e05738d1af,643
kbb922pgts112,d6f96e5bf4b7b245b288f5e05738d1af,235
kbb922pmbs111,d6f96e5bf4b7b245b288f5e05738d1af,168
kbb922pmbs112,d6f96e5bf4b7b245b288f5e05738d1af,154
kbb922pmts111,d6f96e5bf4b7b245b288f5e05738d1af,345
kbb922pmts112,d6f96e5bf4b7b245b288f5e05738d1af,193
kbb922pnbs111,d6f96e5bf4b7b245b288f5e05738d1af,169
kbb922pnbs112,d6f96e5bf4b7b245b288f5e05738d1af,282
kbb922pnts111,d6f96e5bf4b7b245b288f5e05738d1af,178
kbb922pnts112,d6f96e5bf4b7b245b288f5e05738d1af,894
kbg422s1NC,d6f96e5bf4b7b245b288f5e05738d1af,787
kbg922s311,d6f96e5bf4b7b245b288f5e05738d1af,2061
kbg922s331,d6f96e5bf4b7b245b288f5e05738d1af,1690
kbh922s341,d6f96e5bf4b7b245b288f5e05738d1af,3889
kbh922s342,d6f96e5bf4b7b245b288f5e05738d1af,755
kbj422s113,d6f96e5bf4b7b245b288f5e05738d1af,385
kbj922s342,d6f96e5bf4b7b245b288f5e05738d1af,1897
kbw422s311,d6f96e5bf4b7b245b288f5e05738d1af,18
kbw422s321,d6f96e5bf4b7b245b288f5e05738d1af,13
kbw422s341,d6f96e5bf4b7b245b288f5e05738d1af,247
kbw422s511,d6f96e5bf4b7b245b288f5e05738d1af,1546
kbw422s512,d6f96e5bf4b7b245b288f5e05738d1af,251
kbw922pms122,d6f96e5bf4b7b245b288f5e05738d1af,203
kbw922s341,d6f96e5bf4b7b245b288f5e05738d1af,924
kbw922s342,d6f96e5bf4b7b245b288f5e05738d1af,5295
lcc422s111,d6f96e5bf4b7b245b288f5e05738d1af,97
lcc422s312,d6f96e5bf4b7b245b288f5e05738d1af,1870
lcc422s511,d6f96e5bf4b7b245b288f5e05738d1af,15728
lcc422s513,d6f96e5bf4b7b245b288f5e05738d1af,6296
lce422s112,d6f96e5bf4b7b245b288f5e05738d1af,166
lce422s521,d6f96e5bf4b7b245b288f5e05738d1af,1778
lce422s531,d6f96e5bf4b7b245b288f5e05738d1af,2027
lcs422s311,d6f96e5bf4b7b245b288f5e05738d1af,1257
lcs422s513,d6f96e5bf4b7b245b288f5e05738d1af,709
lcs422s541,d6f96e5bf4b7b245b288f5e05738d1af,3
kbb922pgb111,9627bb4781de362de245da19349a4207,3478
kbb922pgts111,9627bb4781de362de245da19349a4207,930
kbb922pgts112,9627bb4781de362de245da19349a4207,1415
kbb922pmbs111,9627bb4781de362de245da19349a4207,309
kbb922pmbs112,9627bb4781de362de245da19349a4207,106
kbb922pmbs121,9627bb4781de362de245da19349a4207,14419
kbb922pmbs122,9627bb4781de362de245da19349a4207,23506
kbb922pmts111,9627bb4781de362de245da19349a4207,953
kbb922pmts112,9627bb4781de362de245da19349a4207,95
kbb922pmts121,9627bb4781de362de245da19349a4207,918
kbb922pmts122,9627bb4781de362de245da19349a4207,376
kbb922pnbs111,9627bb4781de362de245da19349a4207,1556
kbb922pnts112,9627bb4781de362de245da19349a4207,1507
kbg922s311,9627bb4781de362de245da19349a4207,2981
kbg922s312,9627bb4781de362de245da19349a4207,669
kbg922s331,9627bb4781de362de245da19349a4207,430
kbh422s341,9627bb4781de362de245da19349a4207,144
kbh922s322,9627bb4781de362de245da19349a4207,195
kbh922s341,9627bb4781de362de245da19349a4207,5743
kbh922s342,9627bb4781de362de245da19349a4207,856
kbt922s332,9627bb4781de362de245da19349a4207,354
kbw422s321,9627bb4781de362de245da19349a4207,45
kbw922pcs121,9627bb4781de362de245da19349a4207,10541
kbw922pcs132,9627bb4781de362de245da19349a4207,6083
kbw922pms121,9627bb4781de362de245da19349a4207,19525
kbw922s312,9627bb4781de362de245da19349a4207,701
kbw922s321,9627bb4781de362de245da19349a4207,16
kbw922s332,9627bb4781de362de245da19349a4207,2073
kbw922s341,9627bb4781de362de245da19349a4207,351
kbw922s342,9627bb4781de362de245da19349a4207,7895
lcc422s313,9627bb4781de362de245da19349a4207,6319
lce422s111,9627bb4781de362de245da19349a4207,86
lcm422s313,9627bb4781de362de245da19349a4207,1167
lcm422s341,9627bb4781de362de245da19349a4207,612
lcs422s112,9627bb4781de362de245da19349a4207,1122
lcs422s113,9627bb4781de362de245da19349a4207,733
lcs422s313,9627bb4781de362de245da19349a4207,781
lcs422s341,9627bb4781de362de245da19349a4207,3274
lcs422s512,9627bb4781de362de245da19349a4207,2933
lcs422s531,9627bb4781de362de245da19349a4207,234
lcs422s541,9627bb4781de362de245da19349a4207,729
kbg422s521,5cc9c634c441079aca6cf9bdfe61b13f,1730
kbg922s331,5cc9c634c441079aca6cf9bdfe61b13f,272
kbh422s511,5cc9c634c441079aca6cf9bdfe61b13f,27601
kbh922s312,5cc9c634c441079aca6cf9bdfe61b13f,806
kbj411s1NC,5cc9c634c441079aca6cf9bdfe61b13f,8773
kbj422s112,5cc9c634c441079aca6cf9bdfe61b13f,1558
kbj422s131,5cc9c634c441079aca6cf9bdfe61b13f,9787
kbj422s141,5cc9c634c441079aca6cf9bdfe61b13f,2965
kbj422s512,5cc9c634c441079aca6cf9bdfe61b13f,3148
kbj422s521,5cc9c634c441079aca6cf9bdfe61b13f,1016
kbj922s341,5cc9c634c441079aca6cf9bdfe61b13f,2260
kbt422s121,5cc9c634c441079aca6cf9bdfe61b13f,2961
kbt422s131,5cc9c634c441079aca6cf9bdfe61b13f,5611
kbt422s141,5cc9c634c441079aca6cf9bdfe61b13f,1744
kbw422s111,5cc9c634c441079aca6cf9bdfe61b13f,180
kbw422s113,5cc9c634c441079aca6cf9bdfe61b13f,6264
kbw422s121,5cc9c634c441079aca6cf9bdfe61b13f,30103
kbw922s342,5cc9c634c441079aca6cf9bdfe61b13f,886
lcm422s111,5cc9c634c441079aca6cf9bdfe61b13f,339
lcm422s112,5cc9c634c441079aca6cf9bdfe61b13f,251
lcm422s113,5cc9c634c441079aca6cf9bdfe61b13f,4915
lcm422s131,5cc9c634c441079aca6cf9bdfe61b13f,862
lcm422s312,5cc9c634c441079aca6cf9bdfe61b13f,877
lcm422s313,5cc9c634c441079aca6cf9bdfe61b13f,141
lcm422s321,5cc9c634c441079aca6cf9bdfe61b13f,269
lcm422s331,5cc9c634c441079aca6cf9bdfe61b13f,888
lcm422s341,5cc9c634c441079aca6cf9bdfe61b13f,300
lcm422s511,5cc9c634c441079aca6cf9bdfe61b13f,1552
lcm422s512,5cc9c634c441079aca6cf9bdfe61b13f,3817
lcm422s513,5cc9c634c441079aca6cf9bdfe61b13f,449
lcm422s521,5cc9c634c441079aca6cf9bdfe61b13f,274
lcm422s541,5cc9c634c441079aca6cf9bdfe61b13f,6327
lcm422s542,5cc9c634c441079aca6cf9bdfe61b13f,4431
lcs422s113,5cc9c634c441079aca6cf9bdfe61b13f,299
lcs422s131,5cc9c634c441079aca6cf9bdfe61b13f,2250
lcs422s312,5cc9c634c441079aca6cf9bdfe61b13f,2282
lcs422s512,5cc9c634c441079aca6cf9bdfe61b13f,3999
kbh422s521,0814b7fc903e9359a3a44d8bac2428a7,137957
kbj922s332,0814b7fc903e9359a3a44d8bac2428a7,364
kbg422s131,44c26d85711645c1ae086e38aded9d69,3019
kbg422s521,44c26d85711645c1ae086e38aded9d69,17893
kbg422s531,44c26d85711645c1ae086e38aded9d69,9936
kbj422s513,44c26d85711645c1ae086e38aded9d69,483
kbw422s311,44c26d85711645c1ae086e38aded9d69,167
kbw922pcs111,44c26d85711645c1ae086e38aded9d69,4626
kbw922pcs122,44c26d85711645c1ae086e38aded9d69,1842
kbw922pms111,44c26d85711645c1ae086e38aded9d69,1614
kbb922pmts111,d375a714bebfff2179e8faf6c395da4c,1077
kbh422s311,d375a714bebfff2179e8faf6c395da4c,924
kbh922s342,d375a714bebfff2179e8faf6c395da4c,335
kbj422s341,d375a714bebfff2179e8faf6c395da4c,3268
kbj422s541,d375a714bebfff2179e8faf6c395da4c,6451
kbj922s311,d375a714bebfff2179e8faf6c395da4c,22013
kbj922s312,d375a714bebfff2179e8faf6c395da4c,16714
kbj922s332,d375a714bebfff2179e8faf6c395da4c,17816
kbj922s342,d375a714bebfff2179e8faf6c395da4c,375
kbt922s311,d375a714bebfff2179e8faf6c395da4c,9226
kbw922s312,d375a714bebfff2179e8faf6c395da4c,4198
kbw922s332,d375a714bebfff2179e8faf6c395da4c,4110
kbw922s341,d375a714bebfff2179e8faf6c395da4c,132
lcs422s321,d375a714bebfff2179e8faf6c395da4c,3676
kbj922s311,82d197a201524ad70dba9581c6b0b2eb,7077
kbj922s312,82d197a201524ad70dba9581c6b0b2eb,7199
kbj922s332,82d197a201524ad70dba9581c6b0b2eb,4325
kbw922pcs132,82d197a201524ad70dba9581c6b0b2eb,13837
kbw922pms121,82d197a201524ad70dba9581c6b0b2eb,14637
kbw922s312,82d197a201524ad70dba9581c6b0b2eb,1886
lcc422s121,82d197a201524ad70dba9581c6b0b2eb,601
lce422s321,82d197a201524ad70dba9581c6b0b2eb,5782
kbb922pmbs112,69e22b0c513be416156648ef853cf26b,2295
kbh922s341,69e22b0c513be416156648ef853cf26b,4847
kbj922s311,69e22b0c513be416156648ef853cf26b,155
lcc422s112,69e22b0c513be416156648ef853cf26b,4817
lcc422s113,69e22b0c513be416156648ef853cf26b,15354
lcc422s121,69e22b0c513be416156648ef853cf26b,314
lcc422s311,69e22b0c513be416156648ef853cf26b,2065
lcc422s312,69e22b0c513be416156648ef853cf26b,667
lcc422s513,69e22b0c513be416156648ef853cf26b,2730
lce422s111,69e22b0c513be416156648ef853cf26b,1596
lce422s112,69e22b0c513be416156648ef853cf26b,5508
lce422s311,69e22b0c513be416156648ef853cf26b,12385
lce422s321,69e22b0c513be416156648ef853cf26b,2809
lce422s341,69e22b0c513be416156648ef853cf26b,17007
lce422s521,69e22b0c513be416156648ef853cf26b,717
lcm422s341,69e22b0c513be416156648ef853cf26b,446
lcs422s112,69e22b0c513be416156648ef853cf26b,3503
kbg922s311,1b7278eea35362c7b291b09060f89f8b,887
kbj922s341,1b7278eea35362c7b291b09060f89f8b,69
kbt922s331,1b7278eea35362c7b291b09060f89f8b,132
kbw422s131,1b7278eea35362c7b291b09060f89f8b,171
kbw422s312,1b7278eea35362c7b291b09060f89f8b,32355
kbw422s313,1b7278eea35362c7b291b09060f89f8b,16529
kbw922s312,1b7278eea35362c7b291b09060f89f8b,810
lce422s131,1b7278eea35362c7b291b09060f89f8b,1876
lce422s141,1b7278eea35362c7b291b09060f89f8b,21465
lce422s512,1b7278eea35362c7b291b09060f89f8b,6256
lcm422s312,1b7278eea35362c7b291b09060f89f8b,129
lcm422s341,1b7278eea35362c7b291b09060f89f8b,235
lcs422s312,1b7278eea35362c7b291b09060f89f8b,1274
lcs422s313,1b7278eea35362c7b291b09060f89f8b,2483
lcs422s512,1b7278eea35362c7b291b09060f89f8b,1740
kbb922pmts112,8d669564a4474a68763018b50e95e155,112
kbh922s341,8d669564a4474a68763018b50e95e155,4190
kbj422s341,8d669564a4474a68763018b50e95e155,2882
kbj922s311,8d669564a4474a68763018b50e95e155,9081
kbj922s312,8d669564a4474a68763018b50e95e155,5913
kbj922s332,8d669564a4474a68763018b50e95e155,5167
kbj922s341,8d669564a4474a68763018b50e95e155,165
kbj922s342,8d669564a4474a68763018b50e95e155,15891
kbt922s311,8d669564a4474a68763018b50e95e155,2673
kbt922s331,8d669564a4474a68763018b50e95e155,602
kbw922pcs121,8d669564a4474a68763018b50e95e155,4713
kbw922s312,8d669564a4474a68763018b50e95e155,1428
kbw922s332,8d669564a4474a68763018b50e95e155,1757
lce422s112,8d669564a4474a68763018b50e95e155,635
lce422s512,8d669564a4474a68763018b50e95e155,5520
lcm422s341,8d669564a4474a68763018b50e95e155,63
lcs422s521,8d669564a4474a68763018b50e95e155,8
kbb922pmts111,8a05fc8d07098b11933c1f3c72d32a71,971
kbw922pns112,8a05fc8d07098b11933c1f3c72d32a71,14439
lce422s141,8a05fc8d07098b11933c1f3c72d32a71,44575
lcs422s112,8a05fc8d07098b11933c1f3c72d32a71,7471
lcs422s341,8a05fc8d07098b11933c1f3c72d32a71,5148
kbh422s531,299048dc7270729c57ca559454cfecc4,2754
lcs422s512,299048dc7270729c57ca559454cfecc4,1039
kbh922s331,ad4cb31f9f7924449ca13584b77ba231,3104
kbj422s511,ad4cb31f9f7924449ca13584b77ba231,6182
kbj422s512,ad4cb31f9f7924449ca13584b77ba231,9579
kbj422s531,ad4cb31f9f7924449ca13584b77ba231,7234
kbj922s341,ad4cb31f9f7924449ca13584b77ba231,1524
kbt422s1NC,ad4cb31f9f7924449ca13584b77ba231,5833
kbt922s342,ad4cb31f9f7924449ca13584b77ba231,1775
lcm422s111,ad4cb31f9f7924449ca13584b77ba231,87
lcm422s112,ad4cb31f9f7924449ca13584b77ba231,916
lcm422s113,ad4cb31f9f7924449ca13584b77ba231,218
lcm422s131,ad4cb31f9f7924449ca13584b77ba231,1075
lcm422s141,ad4cb31f9f7924449ca13584b77ba231,347
lcm422s312,ad4cb31f9f7924449ca13584b77ba231,577
lcm422s321,ad4cb31f9f7924449ca13584b77ba231,1969
lcm422s331,ad4cb31f9f7924449ca13584b77ba231,718
lcm422s341,ad4cb31f9f7924449ca13584b77ba231,1260
lcm422s512,ad4cb31f9f7924449ca13584b77ba231,1463
lcm422s521,ad4cb31f9f7924449ca13584b77ba231,278
lcm422s541,ad4cb31f9f7924449ca13584b77ba231,1692
lcs422s312,ad4cb31f9f7924449ca13584b77ba231,1601
lcs422s313,ad4cb31f9f7924449ca13584b77ba231,10000
lcs422s541,ad4cb31f9f7924449ca13584b77ba231,2280
kbg922s322,f2beed4fdb94b953a641ca0ce0c96ddc,190
kbh922s341,f2beed4fdb94b953a641ca0ce0c96ddc,25
kbj422s141,f2beed4fdb94b953a641ca0ce0c96ddc,8574
kbj422s512,f2beed4fdb94b953a641ca0ce0c96ddc,1927
kbj922s312,f2beed4fdb94b953a641ca0ce0c96ddc,417
kbj922s341,f2beed4fdb94b953a641ca0ce0c96ddc,1757
kbt422s121,f2beed4fdb94b953a641ca0ce0c96ddc,173
kbt422s1NC,f2beed4fdb94b953a641ca0ce0c96ddc,5739
kbt422s512,f2beed4fdb94b953a641ca0ce0c96ddc,2108
kbt922s331,f2beed4fdb94b953a641ca0ce0c96ddc,653
kbt922s342,f2beed4fdb94b953a641ca0ce0c96ddc,6149
kbw422s111,f2beed4fdb94b953a641ca0ce0c96ddc,1167
kbw422s112,f2beed4fdb94b953a641ca0ce0c96ddc,4158
kbw422s531,f2beed4fdb94b953a641ca0ce0c96ddc,6530
lcc422s131,f2beed4fdb94b953a641ca0ce0c96ddc,4076
lce422s312,f2beed4fdb94b953a641ca0ce0c96ddc,56
lcm422s111,f2beed4fdb94b953a641ca0ce0c96ddc,105
lcm422s112,f2beed4fdb94b953a641ca0ce0c96ddc,192
lcm422s113,f2beed4fdb94b953a641ca0ce0c96ddc,38
lcm422s131,f2beed4fdb94b953a641ca0ce0c96ddc,5
lcm422s141,f2beed4fdb94b953a641ca0ce0c96ddc,862
lcm422s312,f2beed4fdb94b953a641ca0ce0c96ddc,2120
lcm422s321,f2beed4fdb94b953a641ca0ce0c96ddc,450
lcm422s331,f2beed4fdb94b953a641ca0ce0c96ddc,165
lcm422s341,f2beed4fdb94b953a641ca0ce0c96ddc,718
lcm422s511,f2beed4fdb94b953a641ca0ce0c96ddc,38
lcm422s512,f2beed4fdb94b953a641ca0ce0c96ddc,1396
lcm422s513,f2beed4fdb94b953a641ca0ce0c96ddc,950
lcm422s521,f2beed4fdb94b953a641ca0ce0c96ddc,3103
lcm422s541,f2beed4fdb94b953a641ca0ce0c96ddc,112
lcm422s542,f2beed4fdb94b953a641ca0ce0c96ddc,616
lcs422s131,f2beed4fdb94b953a641ca0ce0c96ddc,42
lcs422s511,f2beed4fdb94b953a641ca0ce0c96ddc,1749
kbg922s331,8f9b4d277ca201a72728f4695877ebe2,185
kbj922s311,8f9b4d277ca201a72728f4695877ebe2,11492
kbj922s312,8f9b4d277ca201a72728f4695877ebe2,5947
kbj922s332,8f9b4d277ca201a72728f4695877ebe2,5576
kbt922s311,8f9b4d277ca201a72728f4695877ebe2,5710
kbt922s321,8f9b4d277ca201a72728f4695877ebe2,1144
kbw422s312,8f9b4d277ca201a72728f4695877ebe2,13284
kbw422s341,8f9b4d277ca201a72728f4695877ebe2,3851
kbw922s312,8f9b4d277ca201a72728f4695877ebe2,1043
kbw922s332,8f9b4d277ca201a72728f4695877ebe2,1524
lcc422s112,8f9b4d277ca201a72728f4695877ebe2,675
lcc422s131,8f9b4d277ca201a72728f4695877ebe2,580
lcc422s341,8f9b4d277ca201a72728f4695877ebe2,159
lcm422s511,8f9b4d277ca201a72728f4695877ebe2,12
lcs422s113,8f9b4d277ca201a72728f4695877ebe2,22
lcs422s341,8f9b4d277ca201a72728f4695877ebe2,776
lcs422s521,8f9b4d277ca201a72728f4695877ebe2,31
kbg922s321,1886074b8d13158732f9a28244721a3a,29050
kbg922s341,1886074b8d13158732f9a28244721a3a,19348
kbj922s312,1886074b8d13158732f9a28244721a3a,761
kbj922s341,1886074b8d13158732f9a28244721a3a,1046
kbt922s331,1886074b8d13158732f9a28244721a3a,682
kbt922s342,1886074b8d13158732f9a28244721a3a,1027
kbj922s311,6df167c53b91051a5dabd4b1bfe1148c,17201
kbj922s312,6df167c53b91051a5dabd4b1bfe1148c,5332
kbj922s332,6df167c53b91051a5dabd4b1bfe1148c,412
kbt922s311,6df167c53b91051a5dabd4b1bfe1148c,13601
kbt922s312,6df167c53b91051a5dabd4b1bfe1148c,1257
lcc422s111,6df167c53b91051a5dabd4b1bfe1148c,2570
lcm422s341,6df167c53b91051a5dabd4b1bfe1148c,174
kbb922pgb111,dd4773a290c8ec2be79b501b8e7298ca,7675
kbb922pgbs112,dd4773a290c8ec2be79b501b8e7298ca,15276
kbb922pmbs111,dd4773a290c8ec2be79b501b8e7298ca,900
kbb922pmbs121,dd4773a290c8ec2be79b501b8e7298ca,5251
kbb922pmbs122,dd4773a290c8ec2be79b501b8e7298ca,5160
kbb922pnbs112,dd4773a290c8ec2be79b501b8e7298ca,733
kbg922s312,dd4773a290c8ec2be79b501b8e7298ca,1752
kbg922s331,dd4773a290c8ec2be79b501b8e7298ca,1230
kbh922s322,dd4773a290c8ec2be79b501b8e7298ca,669
kbh922s342,dd4773a290c8ec2be79b501b8e7298ca,794
kbw922pcs131,dd4773a290c8ec2be79b501b8e7298ca,143
kbw922pms121,dd4773a290c8ec2be79b501b8e7298ca,4123
lce422s513,dd4773a290c8ec2be79b501b8e7298ca,152
lcm422s341,dd4773a290c8ec2be79b501b8e7298ca,323
lcs422s111,dd4773a290c8ec2be79b501b8e7298ca,664
lcs422s113,dd4773a290c8ec2be79b501b8e7298ca,1100
lcs422s341,dd4773a290c8ec2be79b501b8e7298ca,1651
lcs422s521,dd4773a290c8ec2be79b501b8e7298ca,1249
lcs422s531,dd4773a290c8ec2be79b501b8e7298ca,1546
kbh422s511,84fa042ee5503911793b0c02916317d4,35845
lcs422s311,84fa042ee5503911793b0c02916317d4,4580
lcs422s312,84fa042ee5503911793b0c02916317d4,8235
kbt922s311,3c85314978da4e4cd3ff0cb1338d9d55,2055
lcc422s111,3c85314978da4e4cd3ff0cb1338d9d55,782
lcc422s113,3c85314978da4e4cd3ff0cb1338d9d55,8952
lcc422s312,3c85314978da4e4cd3ff0cb1338d9d55,909
lcc422s313,3c85314978da4e4cd3ff0cb1338d9d55,15060
lcc422s512,3c85314978da4e4cd3ff0cb1338d9d55,495
lce422s111,3c85314978da4e4cd3ff0cb1338d9d55,1526
lce422s112,3c85314978da4e4cd3ff0cb1338d9d55,2110
lce422s311,3c85314978da4e4cd3ff0cb1338d9d55,9750
lce422s341,3c85314978da4e4cd3ff0cb1338d9d55,1404
lce422s521,3c85314978da4e4cd3ff0cb1338d9d55,1127
lcs422s331,3c85314978da4e4cd3ff0cb1338d9d55,67
kbb922pmbs112,e2d4b9bfff82806289e0cb87f678cb11,38
kbb922pmbs121,e2d4b9bfff82806289e0cb87f678cb11,10433
kbb922pmbs122,e2d4b9bfff82806289e0cb87f678cb11,34949
kbg922s311,fc4aa16810635452d278a21b350bbc5a,1490
kbh922s322,fc4aa16810635452d278a21b350bbc5a,525
kbj922s311,fc4aa16810635452d278a21b350bbc5a,3323
kbj922s312,fc4aa16810635452d278a21b350bbc5a,7183
kbj922s332,fc4aa16810635452d278a21b350bbc5a,1677
kbj922s342,fc4aa16810635452d278a21b350bbc5a,989
kbt922s311,fc4aa16810635452d278a21b350bbc5a,9649
kbt922s312,fc4aa16810635452d278a21b350bbc5a,1056
kbw922s332,fc4aa16810635452d278a21b350bbc5a,1161
lce422s131,fc4aa16810635452d278a21b350bbc5a,5591
kbb922pmbs122,2527a7ebf0b5709a74011f18e1e15868,1846
kbg422s121,2527a7ebf0b5709a74011f18e1e15868,27133
kbw922pcs121,2527a7ebf0b5709a74011f18e1e15868,5699
kbw922s312,2527a7ebf0b5709a74011f18e1e15868,747
lcm422s521,2527a7ebf0b5709a74011f18e1e15868,297
lcs422s141,2527a7ebf0b5709a74011f18e1e15868,90
kbh922s342,a9fd6fca151879171c192acacbfcbf5c,2154
kbj922s311,a9fd6fca151879171c192acacbfcbf5c,11720
kbj922s312,a9fd6fca151879171c192acacbfcbf5c,3181
kbj922s332,a9fd6fca151879171c192acacbfcbf5c,1862
kbj922s341,a9fd6fca151879171c192acacbfcbf5c,393
kbj922s342,a9fd6fca151879171c192acacbfcbf5c,1356
kbt922s311,a9fd6fca151879171c192acacbfcbf5c,5783
kbt922s312,a9fd6fca151879171c192acacbfcbf5c,360
kbt922s321,a9fd6fca151879171c192acacbfcbf5c,249
kbt922s331,a9fd6fca151879171c192acacbfcbf5c,32
kbt922s341,a9fd6fca151879171c192acacbfcbf5c,6711
kbw422s131,a9fd6fca151879171c192acacbfcbf5c,230
kbw922s312,a9fd6fca151879171c192acacbfcbf5c,1905
lce422s311,a9fd6fca151879171c192acacbfcbf5c,860
lcm422s321,a9fd6fca151879171c192acacbfcbf5c,155
lcm422s331,a9fd6fca151879171c192acacbfcbf5c,94
lcm422s511,a9fd6fca151879171c192acacbfcbf5c,147
lcs422s141,a9fd6fca151879171c192acacbfcbf5c,29
kbg422s321,ded1d2ffc96d8590176f327f9d52512e,1112
kbh422s311,ded1d2ffc96d8590176f327f9d52512e,4764
kbh422s312,ded1d2ffc96d8590176f327f9d52512e,3725
kbh422s313,ded1d2ffc96d8590176f327f9d52512e,3617
kbh422s321,ded1d2ffc96d8590176f327f9d52512e,2440
kbh422s331,ded1d2ffc96d8590176f327f9d52512e,6662
kbh922s322,ded1d2ffc96d8590176f327f9d52512e,94
kbt422s321,ded1d2ffc96d8590176f327f9d52512e,2393
kbw422s313,ded1d2ffc96d8590176f327f9d52512e,1152
kbw422s331,ded1d2ffc96d8590176f327f9d52512e,3145
kbw922pns111,ded1d2ffc96d8590176f327f9d52512e,345
lcc422s313,ded1d2ffc96d8590176f327f9d52512e,243
lcc422s513,ded1d2ffc96d8590176f327f9d52512e,427
lcm422s111,ded1d2ffc96d8590176f327f9d52512e,63
lcs422s111,ded1d2ffc96d8590176f327f9d52512e,87
lcs422s312,ded1d2ffc96d8590176f327f9d52512e,109
lcs422s313,ded1d2ffc96d8590176f327f9d52512e,1863
lcs422s341,ded1d2ffc96d8590176f327f9d52512e,1886
lcs422s512,ded1d2ffc96d8590176f327f9d52512e,1734
kbg922s312,caba00a3b4252ef1350b9c03c66fea54,6
kbh422s321,caba00a3b4252ef1350b9c03c66fea54,99
kbh422s331,caba00a3b4252ef1350b9c03c66fea54,3353
kbw422s313,caba00a3b4252ef1350b9c03c66fea54,30303
kbw422s341,caba00a3b4252ef1350b9c03c66fea54,1258
lcm422s331,caba00a3b4252ef1350b9c03c66fea54,9
kbg922s312,0ce4f90e1194bf2752d6039cbe7e71de,32
kbg922s321,0ce4f90e1194bf2752d6039cbe7e71de,15309
kbj922s341,0ce4f90e1194bf2752d6039cbe7e71de,58
kbj922s342,0ce4f90e1194bf2752d6039cbe7e71de,4690
lcm422s513,0ce4f90e1194bf2752d6039cbe7e71de,147
kbw922pcs121,0247105611616b21484b3ada0070f86f,15312
kbw922pcs122,0247105611616b21484b3ada0070f86f,16221
kbw422s311,0324308243749e4a651a6821b7fea53d,504
kbw422s313,0324308243749e4a651a6821b7fea53d,28879
kbw422s321,0324308243749e4a651a6821b7fea53d,270
kbw422s341,0324308243749e4a651a6821b7fea53d,783
kbb922pmbs111,aa74e24621dfbb345b0e188ca40b3ce8,609
kbb922pmbs112,aa74e24621dfbb345b0e188ca40b3ce8,3847
kbb922pmbs121,aa74e24621dfbb345b0e188ca40b3ce8,6454
kbb922pmbs122,aa74e24621dfbb345b0e188ca40b3ce8,2241
kbb922pmts112,aa74e24621dfbb345b0e188ca40b3ce8,196
kbb922pmts121,aa74e24621dfbb345b0e188ca40b3ce8,1478
kbb922pmts122,aa74e24621dfbb345b0e188ca40b3ce8,109
kbg922s312,aa74e24621dfbb345b0e188ca40b3ce8,1634
kbg922s331,aa74e24621dfbb345b0e188ca40b3ce8,1069
kbh922s322,aa74e24621dfbb345b0e188ca40b3ce8,27
kbj922s311,aa74e24621dfbb345b0e188ca40b3ce8,1772
